Index,CVE,title,repository,date,Issue_ID
2707,CVE-2022-29208,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-21729,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-27780,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-23568,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2021-41197,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29204,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29212,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29200,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-23567,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29209,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29191,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29195,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29211,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29194,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-22576,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29192,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-21726,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-21732,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29198,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29213,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29206,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-27776,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29196,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29205,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-27782,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-27781,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29199,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-27778,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-27779,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29216,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-27774,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29203,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29202,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29193,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-27775,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-21730,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29197,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-30115,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-21728,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2707,CVE-2022-29207,Bump tensorflow from 2.5.3 to 2.6.4 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2022-05-24T17:28:16Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/95
2709,CVE-2022-22815,Bump pillow from 8.0.1 to 9.0.1 in /handling-pdf-files/pdf-ocr,x4nth055/pythoncode-tutorials,2022-03-15T10:18:58Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/89
2709,CVE-2022-22817,Bump pillow from 8.0.1 to 9.0.1 in /handling-pdf-files/pdf-ocr,x4nth055/pythoncode-tutorials,2022-03-15T10:18:58Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/89
2709,CVE-2022-22816,Bump pillow from 8.0.1 to 9.0.1 in /handling-pdf-files/pdf-ocr,x4nth055/pythoncode-tutorials,2022-03-15T10:18:58Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/89
2709,CVE-2022-24303,Bump pillow from 8.0.1 to 9.0.1 in /handling-pdf-files/pdf-ocr,x4nth055/pythoncode-tutorials,2022-03-15T10:18:58Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/89
2712,CVE-2022-21733,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21731,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21740,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21737,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21734,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21741,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21725,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23565,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2021-41208,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23573,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21729,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23579,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23582,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23578,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23562,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23569,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23568,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23581,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23561,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23567,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23583,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2021-41206,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21726,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23557,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21732,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21735,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23571,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23560,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23564,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23580,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23563,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21739,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23566,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23577,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23576,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23559,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21730,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21738,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21727,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23558,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21736,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-21728,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2712,CVE-2022-23575,Bump tensorflow from 2.0.0 to 2.5.3 in /machine-learning/nlp/text-classification,x4nth055/pythoncode-tutorials,2022-02-13T13:34:59Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/84
2713,CVE-2022-21733,Bump tensorflow from 2.5.2 to 2.5.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2022-02-10T01:33:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/83
2713,CVE-2022-21731,Bump tensorflow from 2.5.2 to 2.5.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2022-02-10T01:33:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/83
2713,CVE-2022-21740,Bump tensorflow from 2.5.2 to 2.5.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2022-02-10T01:33:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/83
